teks,kategori
Min tlong Sound horeg hajatan daerah Sukamenak sering lempar batu dan botol kaca sampe banyak kehilangan mtr dlm sepekan,Keamanan/Ketertiban
"Jalan dekat pasar di Pameungpeuk licin dan banyak kerikil tajam, udh brp kali ada korban kecelakaan, pliss segera di tindaklanjuti pa",Jalan Rusak
"Parah banget Knalpot brong bising sekitar Katapang beraksi pas subuh warga lagi sholat, warga jadi was-was dan ga tenang tlg segera ditindak",Keamanan/Ketertiban
"Warga Cibaduyut ngeluh Judi online slot makin marak dan meresahkan warga, dampaknya pedagang kecil rugi diperas terus, tlg pos kamling diaktifkan lagi",Keamanan/Ketertiban
Min plis Data Terpadu Kesejahteraan Sosial (DTKS) daerah Ibun proses birokrasinya dipersulit petugas kelurahan sampe lansia kurang mampu kesulitan beli beras,Bansos
"Kartu sembako murah saya ga bisa dipake, katanya data ga valid",Bansos
Min tolong Air selokan daerah Ciwidey airnya item pekat dan berbau busuk sampe bau busuk kecium sampe radius 300 meter,Sampah/Banjir
Min tolong Aksi curanmor daerah Ciwidey terjadi terus tiap mlem minggu samp korban mengalami luka sabetan sajam,Keamanan/Ketertiban
"Pemuda mabuk-mabukan di Cangkuang maksa minta uang keamanan ke pedagang kecil, banyak kehilangan muntor dlm sepekan, tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Parah bgt Pencairan dana bansos di kantor pos/bank sekitar Cikoneng salah sasaran yg mampu dan bermobil malah dapet, uang bantuan berkurang banyak kepotong pungli plis segera ditindak",Bansos
"Min tlg Penyaluran beras bansos daerah Banjaran kualitas beras berkutu, apek dan hancur sampe warga miskin beneran cuma bs gigit jari",Bansos
"mohon dinas lingkungan hidup turun tangan, Saluran air induk di Katapang udah merendam rumah warga setinggi paha bikin warga terpaksa ngungsi ke mushola",Sampah/Banjir
"Parah bngt Got depan rumah warga sekitar Pangalengan merendam rumah warga setinggi paha, banyak nyamuk DBD tolong segera ditindak",Sampah/Banjir
Min tolong Kartu Sembako Murah daerah Sapan proses birokrasinya dipersulit petugas kelurahan sampe warga sakit ga bs berobat krn KIS dinonaktifkan,Bansos
"Lapor pak, Akses jalan masuk Manggahang banyak jeglongan sewu udh brp kali ada korban kecelakaan. pliss segera di tindaklanjuti pa",Jalan Rusak
Min tlon Kartu Sembako Murah daerah Ciparay nama dicoret tiba-tiba padahal miskin sampe warga ngeluh ga ada transparansi,Bansos
"Parah banget Akses jalan masuk sekitar Ciparay licin dan banyak kerikil tajam, pemotor sering kaget ngerem mendadak plis segera ditindak",Jalan Rusak
"Jalan raya di Cikoneng licin dan banyak kerikil tajam, shockbreaker motor jebol, kapan mau ditambal min?",Jalan Rusak
"Warga Cicalengka ngeluh Jln protokol rusak kena kikis air comberan, dampaknya mobil ceper sering mentok, tolong secepatnya di perbaiki min",Jalan Rusak
"Saluran air induk di Cibiru mampet total gara-gara plastik dan sampah, barang elektronik pada rusak kerendem, tolong pak camat segera tinjau lokasi",Sampah/Banjir
"Lapor pak, Aksi begal bersenjata Majalaya neror anak-anak sekolah pas pulang warga takut keluar rmh malem hari. tolong polres dan polsek rutin patroli mlm",Keamanan/Ketertiban
"Lapor pak, Sungai/kali Paseh menggunung udah berminggu-minggu ga diangkut barang elektroni pada rusak kerendem. tolong pak camat segera tinjau lokasi",Sampah/Banjir
"Lapor pak, Jalan gang Cileunyi rusak kena kikis air comberan warga was2 tiap lewat apalagi pas ujan. minta plis segera di hotmix",Jalan Rusak
"Judi online slot d Cibiru neror anak-anak sekolah pas pulang, pedagang kecil rugi diperas terus, tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Warga Rancaekek ngeluh Kali dekat pasar penuh sampah kasur dan plastik, dampaknya motor mogok massal pas nekat nerobos, plis keruk selokan min",Sampah/Banjir
"Lapor pak, Pencairan dana bansos di kantor pos/bank Cileunyi warga difabel/lansia terlewat ga didata korban PHK ga dapet perhatian sama sekali. tolong dinas sosial audit ulang data penerima",Bansos
Min plis Sampah d TPS daerah Cileunyi meluap ke jalan tiap ujan lebat sampe bikin warga gatal-gatal dan batuk,Sampah/Banjir
"Aksi curanmor d Ciganitri neror anak-anak sekolah pas pulang, anak balita kaget nangis kebangun, tlong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Lapor pak, Genangan cileuncang Sukamenak ga surut-surut udah 3 hari bikin lingkungan kumuh dan bau menyengat. butuh perahu karet buat evakuasi warga",Sampah/Banjir
"mohon pasang lampu jalan dan cctv di titik rawan, Pemuda mabuk-mabukan di Rancaekek udah berkeliaran bawa senjata tajam / cerulit bikin banyak kehilangan muntor dlm sepekan",Keamanan/Ketertiban
Min tolong Saluran air induk daerah Pameungpeuk merendam rmh warga setinggi paha sampe anak sekolah ga bs lewat,Sampah/Banjir
Min tolong Tumpukan sampah liar daerah Manggahang mampet total gara-gara plastik dan sampah sampe bikin warga gatal-gatal dan batuk,Sampah/Banjir
"Jalan di Dayeuhkolot berlubang parah, motor sering kejeblos pas malam hari",Jalan Rusak
"Parah banget Sampah rumah tangga sekitar Solokan Jeruk bikin bau comberan masuk ke kamar, barang elektronik pada rusak kerendem tolong segera ditindak",Sampah/Banjir
"Kartu Keluarga Sejahtera (KKS) d Soreang udah 3 bulan belum cair tanpa penjelasan, korban PHK ga dapet perhatian sama sekali, mohon kades/lurah tindak tegas oknum yg motong",Bansos
"butuh perahu karet buat evakuasi warga, Air selokan di Rancamanyar udah menggunung udah berminggu-minggu ga diangkut bikin warga terpaksa ngungsi k mushola",Sampah/Banjir
"Lapor pak, Sound horeg hajatan Cibaduyut makin marak dan meresahkan warga warga jadi was-was dan ga tenang. tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Warga Ciwidey ngeluh Sound horeg hajatan bikin suara bising ga bs tidur tiap malam, dampaknya korban mengalami luka sabetan sajam, tangkap dan tindak oknum preman meresahkan",Keamanan/Ketertiban
"Lapor pak, Jalan alternatif Cibiru aspal hotmix nya ngelotok mobil ceper sering mentok. tolong secepatnya di perbaiki min",Jalan Rusak
Min tlong Saluran air induk daerah Kopo merendam rmh warga setinggi paha sampe mtr mogok massal pas nekat nerobos,Sampah/Banjir
"Parah banget Jalan utama sekitar Pangalengan bergelombang bikin oleng, pemotor sering kaget ngerem mendadak tlg segera ditindak",Jalan Rusak
Bantuan pendidikan buat anak yatim di desa saya belum turun,Bansos
"Parah bgt Genangan cileuncang sekitar Cimenyan tanggulnya rembess dan bocor, anak sekolah ga bs lewat tolong segera ditindak",Sampah/Banjir
"Warga Rancaekek ngeluh Tikungan jalan retak-retak parah, dampaknya warga was2 tiap lewat apalagi pas ujan, tolong dinas pupr segera aspal ulang",Jalan Rusak
"Parah banget Data Terpadu Kesejahteraan Sosial (DTKS) sekitar Majalaya keluarga dan timses kades diprioritaskan, korban PHK ga dapet perhatian sama sekali tlg segera ditindak",Bansos
"Parah banget Jembatan kecil sekitar Manggahang rusak parah abis dilewatin truk, bikin macet parah tiap pagi tlong seger ditindak",Jalan Rusak
Min tolong Bantuan santunan lansia daerah Paseh salah sasaran yg mampu dan bermobil malah dapet sampe korban PHK ga dapet perhatian sama sekali,Bansos
"Kartu Sembako Murah di Cimenyan salah sasaran yg mampu dan bermobil malah dapet, anak yatim ga bisa beli perlengkapan sekolah, tlg verifikasi lapangan langsung ke rumah warga",Bansos
"Lapor pak, Jln protokol Cileunyi rusak parah abis dilewatin truk shockbreaker muntor jebol. minta plis segera d hotmix",Jalan Rusak
Min tolong Jalur tanjakan daerah Cibaduyut aspalnya udah ngelupas abis sampe warga was2 tiap lewat apalagi pas ujan,Jalan Rusak
Min tolong Jalan raya daerah Kopo aspalnya udah ngelupas abis sampe shockbreaker motor jebol,Jalan Rusak
Got mampet di Dayeuhkolot bikin air meluap ke jalan tiap hujan deras,Sampah/Banjir
"tlong dinas sosial audit ulang data penerima, Bantuan bedah rumah rutilahu di Bojongsoang udah saldo di kartu e-warong kosong melompong bikin warga sakit ga bisa berobat krn KIS dinonaktifkan",Bansos
"Air banjir masuk ke rumah warga, barang2 pada rusak kena air",Sampah/Banjir
"tlong verifikasi lapangan langsung ke rmh warga, Bantuan santunann lansia d Bojongmalaka udah warga difabel/lansia terlewat ga didata bikin warga ngeluh ga ada transparansi",Bansos
"Lapor pak, Tumpukan sampah liar Banjaran ga surut-surut udah 3 hari barang elektronik pada rusak kerendem. plis armada truk sampah segera dateng",Sampah/Banjir
"Lapor pak, Balap liar tengah malam Bojongsoang maksa minta uang keamanan ke pedagang kecil pengendara motor cewek takut lewat situ. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
Bantuan untuk korban banjir belum juga disalurkan ke warga terdampak,Bansos
"tolong buatin tanggul darurat pa kades, Tumpukan sampah liar d Paseh udah mampet total gara-gara plastik dan sampah bikin banyak nyamuk DBD",Sampah/Banjir
Banjir kecil tapi sering banget kejadian di gang sempit ini,Sampah/Banjir
"Min tolong Bantuan santunan lansia daerah Sukamenak kualitas beras berkutu, apek dan hancur sampe uang bantuan berkurang banyak kepotong pungli",Bansos
Min tlg Jalan poros daerah Cibaduyut rusak kena kikis air comberan sampe bikin macet parah tiap pagi,Jalan Rusak
Jalan alternatif ke pasar becek dan penuh lubang susah dilewatin,Jalan Rusak
"Parah banget Got depan rumah warga sekitar Cibaduyut ga surut-surut udah 3 hari, bikin warga gatal-gatal dan batuk tolong segera ditindak",Sampah/Banjir
"Lapor pak, Jalan poros Margahayu rusak kena kikis air comberan bikin debu tebel kalo panas. mohon pak bupati gercep benerin",Jalan Rusak
"Pencairan dana bansos d kantor pos/bank d Rancamanyar warga difabel/lansia terlewat ga didata, warga sakit ga bsa berobat krn KIS dinonaktifkan, tolong dinas sosial audit ulang data penerima",Bansos
"Warga Majalay ngeluh Paving block jalan bolong dalem bgt, dampaknya bahaya bgt buat anak2 sekolah, min tolong sampaikan ke dinas terkait",Jalan Rusak
"tlg bantu proses pencairan kartu saya min, Data Terpadu Kesejahteraan Sosial (DTKS) di Cileunyi udah warga difabel/lansia terlewat ga didata bikin anak yatim ga bsa beli perlengkapan sekolah",Bansos
Min tlg Jalur tanjakan daerah Cilengkrang bolong dalem banget sampe bikin velg mtr peang dan ban bocor,Jalan Rusak
"tolong pak camat segera tinjau lokasi, Got depan rumah warga di Arjasari udah tanggulnya rembes dan bocor bikin banyak nyamuk DBD",Sampah/Banjir
Min tolong Data Terpadu Kesejahteraan Sosial (DTKS) daerah Soreang saldo d kartu e-warong kosong melompong sampe anak yatim ga bisa beli perlengkapan sekolah,Bansos
"Warga Rancaekek ngeluh Pungutan liar oknum nyolong barang warga secara beruntun, dampaknya warga jadi was-was dan ga tenang, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Lapor pak, Genangan cileuncang Soreang menggunung udah berminggu-minggu ga diangkut bikin warga gatal-gatal dan batuk. butuh perahu karet buat evakuasi warga",Sampah/Banjir
"Warga Arjasari ngeluh Jalan desa rusak parah abis dilewatin truk, dampaknya bahaya bgt buat anak2 sekolah, kapan mau ditambal min?",Jalan Rusak
"mohon penyaluran bansos dilakukan secara transparan, Kartu Keluarga Sejahtera (KKS) di Arjasari udah salah sasaran yg mampu dan bermobil malah dapet bikin warga ngeluh ga ada transparansi",Bansos
"Lapor pak, Tempat penampungan sampah Majalaya ga surut-surut udah 3 hari bau busuk kecium sampe radius 300 meter. minta bantuan pompa air sedot banjir min",Sampah/Banjir
"Parah banget Jalan raya sekitar Kopo berlubang parah, bikin velg motor peang dan ban bocor tolong segera ditindak",Jalan Rusak
"Jalan alternatif d Rancaekek licin dan banyak kerikil tajam, bikin debu tebel kalo panas, min plis sampaikan ke dinas terkait",Jalan Rusak
"Bantuan santunan lansia di Cikoneng warga difabel/lansia terlewat ga didata, warga ngeluh ga ada transparansi, kemensos plis perbaik sistem data DTKS",Bansos
"Jembatan kecil d Cibiru aspalnya udah ngelupas abis, mobil ceper sering mentok, tolong pak lurah perhatikan jalan kami",Jalan Rusak
"Kartu Indonesia Sehat (KIS PBI) di Paseh saldo di kartu e-warong kosong melompong, warga ngeluh ga ada transparansi, tolong verifikasi lapangan langsung ke rmh warga",Bansos
"Parah banget Pemuda mabuk-mabukan sekitar Sapan berkeliaran bawa senjata tajam / cerulit, pedagang kecil rugi diperas terus tolong segera ditindak",Keamanan/Ketertiban
Petugas pendataan bansos jarang datang ke kampung kami yang terpencil,Bansos
"Jalan desa d Ciwidey licin dan banyak kerikil tajam, bikin macet parah tiap pagi, kapan mau ditambal min?",Jalan Rusak
Jalan utama menuju pasar tradisional rusak parah bikin pedagang susah kirim barang,Jalan Rusak
"Parah banget Jalan gang sekitar Cileunyi retak-retak parah, bahaya bgt buat anak2 sekolah plis segera ditindak",Jalan Rusak
"Warga Cibiru ngeluh Pencurian rmh kosong makin marak dan meresahkan warga, dampaknya warga jadi was-was dan ga tenang, tolong tertibkan balapp liar pak polisi",Keamanan/Ketertiban
Min tlong Sampahh rmh tangga daerah Cicalengka merendam rmh warga setinggi paha sampe bikin lingkungan kumuh dan bau menyengat,Sampah/Banjir
"Parah banget Aksi curanmor sekitar Majalaya beraksi pas subuh warga lagi sholat, pengendara motor cewek takut lewat situ tlong segera ditindak",Keamanan/Ketertiban
"Parah bgt Kartu Sembako Murah sekitar Baleendah kualitas beras berkutu, apek dan hancur, lansia kurang mampu kesulitan beli beras tolong segera ditindak",Bansos
"mohon penyaluran bansos dilakukan secara transparan, Data Terpadu Kesejahteraan Sosial (DTKS) d Nagreg udah udah 3 bulan belum cair tanp penjelasan bikin anak yatim ga bisa beli perlengkapan sekolah",Bansos
"Lapor pak, Tempat penampungan sampah Pasirjambu meluap ke jalan tiap ujan lebat warga terpaksa ngungsi ke mushola. plis keruk selokan min",Sampah/Banjir
"Warga Rancamanyar ngeluhh Tempat penampungan sampah ga surut-surut udah 3 hari, dampaknya bikin warga gatal-gatal dan batuk, tlong buatin tanggul darurat pa kades",Sampah/Banjir
"Jalan Pasirjambu longsor separuh badan jalan, warga was-was tiap lewat",Jalan Rusak
"Lapor pak, Pencurian rumah kosong Solokan Jeru beraksi pas subuh warga lagi sholat pengendara muntor cewek takut lewat situ. mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
"Parah banget Aksi curanmor sekitar Bojongsoang nongkrong di pos ronda sambil nenggak ciu, pedagang kecil rugi diperas terus tolong segera ditindak",Keamanan/Ketertiban
"Warga Baleendah ngeluh Preman pasar nyolong barang warga secara beruntun, dampaknya anak balita kaget nangis kebangun, tlong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"tolong verifikasi lapangan langsung ke rumah warga, Kartu Sembako Murah di Ciganitri udah keluarga dan timses kades diprioritaskan bikin korban PHK ga dapet perhatian sama sekali",Bansos
Min tolong Tempat penampungan sampah daerah Dayeuhkolot mampet total gara-gara plastik dan sampah sampe bikin warga gatal-gatal dan batuk,Sampah/Banjir
"Lapor pak, Aksi tawuran remaja Cicalengka berkeliaran bawa senjata tajam / cerulit korban mengalami luka sabetan sajam. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Parah bngt Kartu Sembako Murah sekitar Margahayu salah sasaran yg mamp dan bermobil malah dapet, korban PHK ga dapet perhatian sama sekali tlong segera ditindak",Bansos
"Warga Gedebage ngeluh Genangan cileuncang bikin bau comberan masuk ke kamar, dampaknya barang elektronik pada rusak kerendem, minta bantuan pompa air sedot banjir min",Sampah/Banjir
"Parah banget Genangan cileuncang sekitar Sukamenak menggunung udah berminggu-minggu ga diangkut, banyak nyamuk DBD tolong segera ditindak",Sampah/Banjir
"Warga Cibaduyut ngeluh Jalur tanjakan retak-retak parah, dampaknya udh brp kali ada korban kecelakaan, pliss segera di tindaklanjuti pa",Jalan Rusak
"Lapor pak, Sound horeg hajatan Nagreg terjadi terus tiap malam minggu warga takut keluar rumah malem hari. mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Penyaluran beras bansos di Cibaduyut keluarga dan timses kades diprioritaskan, warga miskin beneran cuma bs gigit jari, tlong dinas sosial audit ulang data penerima",Bansos
"Kali dekat pasar di Katapan merendam rumah warga setinggi paha, bau busuk kecium sampe radius 300 meter, plis buatin tanggul darurat pa kades",Sampah/Banjir
"Gorong-gorong di Bojongmalaka merendam rumah warg setinggi paha, bikin warga gatal-gatal dan batuk, minta bantuan pompa air sedot banjir min",Sampah/Banjir
"Lapor pak, Preman pasar Tegalluar neror anak-anak sekolah pas pulang banyak kehilangan motor dlm sepekan. mohon pasang lampu jalan dan cctv d titik rawan",Keamanan/Ketertiban
"plis secepatnya d perbaiki min, Jalan raya d Cileunyi udah penuh kubangan air bikin bahaya bgt buat anak2 sekolah",Jalan Rusak
"Jalan Ibun rusak total abis longsor kemarin, warga kesulitan akses",Jalan Rusak
"Lapor pak, Penyaluran beras bansos Manggahang kualitas beras berkutu, apek dan hancur korban PHK ga dapet perhatian sama sekali. mohon penyaluran bansos dilakukan secara transparan",Bansos
"Pungutan liar oknum di Ibun nyolong barang warga secara beruntun, anak balita kaget nangis kebangun, tolong polres dan polsek rutin patroli malam",Keamanan/Ketertiban
"Warga Ibun ngeluh Genangan cileuncang bikin bau comberan masuk ke kamar, dampaknya bikin lingkungan kumuh dan bau menyengat, tolong armada truk sampah segera dateng",Sampah/Banjir
"Jalur tanjakan di Sukamenak rusak kena kikis air comberan, bikin velg motor pean dan ban bocor, pliss segera di tindaklanjuti pa",Jalan Rusak
Min plis Trotoar daerah Margahayu rusak kena kikis air comberan sampe bahaya bgt buat anak2 sekolah,Jalan Rusak
"Warga Paseh ngeluh Kartu Keluarga Sejahtera (KKS) warga difabel/lansia terlewat ga didata, dampaknya uang bantuan berkurang banyak kepotong pungli, tolong usut tuntas pungli bantuan sosial ini",Bansos
"Jln protokol di Kutawaringin bergelombang bikin oleng, udh brp kali ada korban kecelakaan, kapan mau ditambal min?",Jalan Rusak
"tolong pos kamling diaktifkan lagi, Pencurian rmh kosong di Cileunyi udah neror anak-anak sekolah pas pulang bikin banyak kehilangan mtr dlm sepekan",Keamanan/Ketertiban
Min tolong Tumpukan sampah liar daerah Ciparay menggunung udah berminggu-minggu ga diangkut sampe warga terpaksa ngungsi k mushola,Sampah/Banjir
"Parah bgt Knalpot brong bising sekitar Baleendah bikin suara bising ga bisa tidur tiap mlem, anak balita kaget nangis kebangun tolong segera ditindak",Keamanan/Ketertiban
"tlg verifikasi lapangan langsung k rmh warga, Data Terpadu Kesejahteraan Sosial (DTKS) di Nagreg udah saldo di kartu e-warong kosong melompong bikin warga sakit ga bsa berobat krn KIS dinonaktifkan",Bansos
"Warga Gedebage ngeluh Maling jemuran dan gas lpg neror anak-anak sekolah pas pulang, dampaknya warga takut keluar rumah malem hari, mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
Min tolong Aksi curanmor daerah Ciparay nyolong barang wargaa secara beruntun sampe pengendara motor cewek takut lewat situ,Keamanan/Ketertiban
Min tolong Pelecehan / catcalling daerah Cicalengka sering lempar batu dan botol kaca sampe warga jadi was-was dan ga tenang,Keamanan/Ketertiban
"Lapor pak, Banjir tahunan Cibaduyut lumpur sedimennya udah tebell bgt barang elektronik pada rusak kerendem. tolong keruk selokan min",Sampah/Banjir
"Warga Cilengkrang ngeluh Pungutan liar oknum maksa minta uang keamanan ke pedagang kecil, dampaknya anak balita kaget nangis kebangun, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"Parah bngt Knalpot brong bising sekitar Sukamenak makin marak dan meresahkan warga, lingkungan jadi rawan kriminal plis segera ditindak",Keamanan/Ketertiban
"Air selokan di Banjaran meluap ke jalan tiap ujan lebat, warga terpaksa ngungsi ke mushola, tolong buatin tanggul darurat pa kades",Sampah/Banjir
"Warga Baleendah ngeluh Saluran air induk lumpur sedimennya udah tebel bgt, dampaknya bikin lingkungan kumuh dan bau menyengat, dinas kebersihann tlg angkut sampahnya",Sampah/Banjir
"Preman pasar d Kopo terjadi terus tiap malam minggu, pengendara motor cewek takut lewat situ, min tlg sampaikan ke babinsa/bhabinkamtibmas",Keamanan/Ketertiban
Bantuan modal usaha UMKM yang dijanjikan belum cair juga,Bansos
"Parah banget Data Terpadu Kesejahteraan Sosial (DTKS) sekitar Bojongsoang nama dicoret tiba-tiba padahal miskin, warga sakit ga bisa berobat krn KIS dinonaktifkan tlong segera ditindak",Bansos
"Parah banget Got depan rmh warga sekitar Pameungpeuk merendam rmh warga setinggi paha, bikin lingkungan kumuh dan bau menyengat tolong segera ditindak",Sampah/Banjir
"Sampah d TPS d Majalayaa airnya item pekat dan berbau busuk, warga terpaksa ngungsi ke mushola, butuh perahu karet buat evakuasi warga",Sampah/Banjir
"Parah bgt Jalan utama sekitar Margahayu aspal hotmix nya ngelotok, bahaya bgt buat anak2 sekolah tolong segera ditindak",Jalan Rusak
"Warga Kopo ngeluh Bantuan bedah rumah rutilahu salah sasaran yg mampu dan bermobil malah dapet, dampaknya warga miskin beneran cuma bisa gigit jari, plis verifikasi lapangan langsung k rumah warga",Bansos
"Warga Ujungberung ngeluh Pencurian rumah kosong berkeliaran bawa senjata tajam / cerulit, dampaknya pedagang kecil rugi diperas terus, mohon pasang lampu jalan dan cctv di titik rawan",Keamanan/Ketertiban
"tolong buatin tanggul darurat pa kades, Pintu air d Bojongmalaka udah airnya item pekat dan berbauu busuk bikin barang elektronik pada rusak kerendem",Sampah/Banjir
Ada warga mampu yang tetap dapat bansos padahal harusnya digantikan,Bansos
Ada laporan penculikan anak yang beredar bikin warga panik,Keamanan/Ketertiban
"kapan mau ditambal min?, Jalan desa di Kopo udah retak-retak parah bikin udh brp kali ada korban kecelakaa",Jalan Rusak
"Banjir tahunan di Cangkuang tanggulnya rembes dan bocor, bikin lingkungan kumuh dan bau menyengat, tlg buatin tanggul darurat pa kades",Sampah/Banjir
Warga resah karena tawuran remaja tiap malam minggu di lapangan,Keamanan/Ketertiban
Pencurian di rumah kosong marak akhir-akhir ini di kompleks kami,Keamanan/Ketertiban
"Lapor pak, Trotoar Nagreg rusak kena kikis air comberan bikin debu tebel kalo panas. pliss segera d tindaklanjuti pa",Jalan Rusak
"tlg usut tuntas pungli bantuan sosial ini, Bantuan modal UMKM d Ciganitri udah keluarga dan timses kades diprioritaskan bikin warga miskin beneran cuma bisa gigit jari",Bansos
"Gorong-gorong di Majalaya lumpur sedimennya udah tebel bgt, akses jalan lumpuh total ga bisa lewat mtr, mohon dinas lingkungan hidup turun tangan",Sampah/Banjir
"Parah bngt Aksi tawuran remaja sekitar Ibun maksa minta uang keamanan k pedagang kecil, anak balita kaget nangis kebangun plis segera ditindak",Keamanan/Ketertiban
Warga baru pindah domisili susah banget urus bansos di sini,Bansos
"tlg bantu proses pencairan kartu saya min, Bantuan Langsung Tunai (BLT) di Cangkuang udah proses birokrasinya dipersulit petugas kelurahan bikin lansia kurang mampu kesulitan beli beras",Bansos
"Jalan utama Cicalengka penuh lubang, tiap ujan jadi kolam dadakan",Jalan Rusak
"Parah bgt Sungai/kali sekitar Ibun airnya item pekat dan berbau busuk, bikin warga gatal-gatal dan batuk tlong segera ditindak",Sampah/Banjir
"Geng muntor ugal-ugalan di Nagreg sering lempar batu dan botol kaca, warga takut keluar rumah malem hari, mohon aparat keamanan segera bertindak tegas",Keamanan/Ketertiban
Min tolong Air selokan daerah Pasirjambu tanggulnya rembes dan bocor sampe warga terpaksa ngungsi ke mushola,Sampah/Banjir
"Motor saya kena lubang jalan sampe pelek nya penyok, tolong diperbaiki",Jalan Rusak
"Lapor pak, Jalan desa Cibaduyut licin dan banyak kerikil tajam bikin macet parah tiap pagi. tlg dinas pupr segera aspal ulang",Jalan Rusak
Min tlong Air selokan daerah Ciparay tanggulnya rembes dan bocor sampe barang elektronik pada rusak kerendem,Sampah/Banjir
"Lapor pak, Tumpukan sampah liar Pameungpeuk penuh sampah kasur dan plastik warga terpaksa ngungsi ke mushola. butuh perahu karet buat evakuasi warga",Sampah/Banjir
"Warga Bojongsoang ngeluh Jalan komplek retak-retak parah, dampaknya angkot ga mau lewat situ lg, jangan nunggu ada korban jiwa baru dibenerin",Jalan Rusak
"tolong polres dan polsek rutin patroli malam, Maling jemuran dan gas lpg d Pangalengan udah bikin suara bising ga bisa tidur tiap malam bikin warga jadi was-was dan ga tenang",Keamanan/Ketertiban
"Warga Dayeuhkolot ngeluh Air selokan merendam rumah warga setinggi paha, dampaknya muntor mogok massal pas nekat nerobos, tolong keruk selokan min",Sampah/Banjir
"Warung miras ilegal di Manggahang nongkrong di pos ronda sambil nenggak ciu, banyak kehilangan motor dlm sepekan, tolong pos kamling diaktifkan lagi",Keamanan/Ketertiban
"dinas kebersihan tolong angkut sampahnya, Banjir tahunan d Baleendah udah lumpur sedimennya udah tebel bgt bikin bau busuk kecium sampe radius 300 meter",Sampah/Banjir
"Warga Cilengkrang ngeluh Pencairan dana bansos d kantor pos/bank wargaa difabel/lansia terlewat ga didata, dampaknya korban PHK ga dapet perhatian sama sekali, tolong verifikasi lapangan langsung ke rumah warga",Bansos
"Pelecehan / catcalling d Solokan Jeruk neror anak-anak sekolah pas pulang, pengendara motor cewek takut lewat situ, plis tertibkan balap liar pak polisi",Keamanan/Ketertiban
"mohon pasang lampu jalan dan cctv di titik rawan, Pungutan liar oknum di Katapang udah maksa minta uang keamanan ke pedagang kecil bikin anak balita kaget nangis kebangun",Keamanan/Ketertiban
"Warga Cangkuang ngeluh Bantuan Langsung Tunai (BLT) udah 3 bulan belum cair tanpa penjelasan, dampaknya anak yatim ga bisa beli perlengkapan sekolah, tlong bantu proses pencairan kartuu sy min",Bansos
"kemensos tolong perbaiki sistem data DTKS, Bantuan Langsung Tunai (BLT) di Cibaduyut udah nama dicoret tiba-tiba padahal miskin bikin korban PHK ga dapet perhatian sama sekali",Bansos
"Parah banget Bantuan santunan lansia sekitar Rancamanyar aplikasi pendaftaran bansos error dan gbs login, lansia kurang mampu kesulitan beli beras tlong segera ditindak",Bansos
"Warga Cangkuang ngeluh Data Terpadu Kesejahteraan Sosial (DTKS) aplikasi pendaftaran bansos error dan gbs login, dampaknya warga sakit ga bisa berobat krn KIS dinonaktifkan, mohon penyaluran bansos dilakukan secara transparan",Bansos
Min tlg Jalan alternatif daerah Sukamenak berlubang parah sampe angkot ga mau lewat situ lg,Jalan Rusak
Rumah saya kebanjiran lagi gara2 drainase ga pernah dibersihin,Sampah/Banjir
Jalan kampung di Cilengkrang becek dan rusak tiap musim hujan,Jalan Rusak
Warga miskin di RT saya ga dapet bantuan sembako sama sekali,Bansos
Selokan di depan sekolah penuh sampah bikin bau ga sedap,Sampah/Banjir
Kejadian penjambretan di jalan utama makin sering terjadi,Keamanan/Ketertiban
"Bansos PKH dan BPNT d Pameungpeuk proses birokrasinya dipersulit petugas kelurahan, korban PHK ga dapet perhatian sama sekali, kemensos tlong perbaiki sistem data DTKS",Bansos
"Parah bgt Warung miras ilegal sekitar Banjaran berkeliaran bawa senjata tajam / cerulit, warga takutt keluar rumah malem hari tolong segera ditindak",Keamanan/Ketertiban
"Lapor pak, Jalan dekat pasar Bojongsoang bergelombang bikin oleng warga was2 tiap lewat apalagi pas ujan. tlong dinas pupr segera aspal ulang",Jalan Rusak
"Lapor pak, Jalann raya Cicalengka licin dan banyak kerikil tajam pemotor sering kaget ngerem mendadak. min tolong sampaikan ke dinas terkait",Jalan Rusak
"Lapor pak, Jalan dekat pasar Cileunyi berlubang parah mobil ceper sering mentok. mohon pak bupati gercep benerin",Jalan Rusak
"Got depan rumah warga di Banjaran bikin bau comberan masuk ke kamar, bikin lingkungan kumuh dan bau menyengat, mohon dinas lingkungan hidup turun tangann",Sampah/Banjir
"Jalan Cangkuang berlubang di beberapa titik, udah bikin kecelakaan",Jalan Rusak
